country_alpha3,country_name,year,1_1_ffp_x1,1_2_ucdp,1_3_wef_gci_subpillar:_5._security,1_4_political_terror,1_5_ffp_p3,protection,2_1_1_wef_gcr_2nd_pillar:_infrastructure,2_1_2_un:_telecom,"2_2_1_government_expend._on_primary_and_secondary_education,_total_(%_of_gdp)",2_2_2_wef_gcr_indicator_quality_of_primary_education,2_3_1_domestic_general_government_health_expenditure_(%_of_gdp),2_3_2_out_of_pocket_expenditure_(%_of_total_national_health_care_spending),2_4_1_public_social_protection_(excl._health)_expenditure_(%_of_gdp),2_4_2_coverage_of_older_persons_by_sp_benefits,2_5_1_public_expenditure_on_socials_safety_nets_(%_of_gdp),2_5_2_vulnerable_persons_covered_by_social_assistance,2_6_1_share_of_wage_employment_on_work_age_pop,2_6_2_working_poverty_head_count_rate_(percentage_of_persons_living_in_poverty_in_spite_of_being_employed),2_7_1_wef_gci_subpillar:_1._property_rights,2_7_2_wef_gci_subpillars_2_and_3._ethics_and_corruption;_undue_influence,2_8_1_wef_gci_subpillar:_1._domestic_competition,2_8_2_wef_gci_subpillar:_4._government_efficiency,provision,3_1_v_dem_index_on_electoral_democracy,3_2_wb_voice_and_accountability_indicator,participation
KEN,Kenya,2007,0.2799999999999999,1.0,0.57,0.25,0.30000000000000004,0.30000000000000004,0.3871428571428571,0.04647,1.0,0.4685714285714285,0.311276984,0.6423087311,0.20948794081104571,,0.07485429644584655,0.057999999999999996,0.34034640000000005,0.6388,0.5328571428571428,0.34785714285714286,0.5457142857142857,0.46714285714285714,0.3925198754658532,0.49,0.46591609419999996,0.4779580471
KOR,"Korea, Rep.",2007,0.35,1.0,0.8983333333333333,0.75,0.73,0.75,0.7928571428571428,0.68864,,0.7257142857142858,0.602986432,0.6422985458,0.6115,1.0,,,0.7259062000000001,1.0,0.7999999999999999,0.6721428571428572,0.7142857142857143,0.6571428571428571,0.7399420229040816,0.845,0.6492337108,0.7471168554000001
KWT,Kuwait,2007,0.6,1.0,0.9550000000000002,0.75,0.35,0.75,0.6114285714285714,0.27769,0.42583000000000004,0.48714285714285716,0.294496798,0.7865392303000001,0.6543676071081951,,0.15931460857391358,,0.9830997,1.0,0.687142857142857,0.5685714285714286,0.6285714285714287,0.5628571428571428,0.5587959028361564,0.319,0.408689022,0.36384451100000004
KGZ,Kyrgyz Republic,2007,0.29999999999999993,1.0,0.615,0.5,0.20999999999999996,0.5,0.33999999999999997,0.04746,,0.5,0.61706295,0.5708848572,0.5096,,0.5194158554077148,,0.5624937,0.9872,0.43571428571428567,0.32142857142857145,0.48714285714285716,0.3614285714285714,0.4868029689831072,0.322,0.3280118824,0.32500594120000004
LAO,Lao PDR,2007,0.33999999999999997,1.0,0.8116666666666668,0.5,0.15000000000000002,0.5,0.5228571428571428,0.02092,0.23312400000000003,0.5357142857142857,0.11406977199999999,0.6509189224,0.07378,,0.007771480083465576,,0.17436759999999998,0.8196,0.5528571428571428,0.5442857142857143,0.63,0.5571428571428572,0.3449350248390046,0.089,0.1819843292,0.1354921646
LVA,Latvia,2007,0.5700000000000001,1.0,0.8816666666666667,1.0,0.62,0.8816666666666667,0.5585714285714286,0.37406,0.6446720000000001,0.6542857142857142,0.672161722,0.6317229462,1.0,1.0,0.20472662448883056,0.85,0.8844721,1.0,0.6414285714285715,0.45,0.6385714285714286,0.5071428571428571,0.6694884620430519,0.781,0.6741925954,0.7275962977
LBN,Lebanon,2007,0.09999999999999998,1.0,0.7416666666666667,0.25,0.30000000000000004,0.30000000000000004,0.35285714285714287,0.19298,,0.7785714285714286,0.7026152139999999,0.5592043304000001,0.1322816485399982,,,,0.636642,0.999,0.5685714285714286,0.33499999999999996,0.6042857142857143,0.41428571428571426,0.5133676927587753,0.461,0.42372605199999996,0.442363026
LSO,Lesotho,2007,0.3799999999999999,1.0,0.6516666666666667,0.75,0.32999999999999996,0.6516666666666667,0.2814285714285714,0.02994,1.0,0.36428571428571427,0.9278867719999999,0.7534049988,0.9118842659014827,,1.0,0.078,0.4100862,0.6890000000000001,0.4042857142857143,0.39,0.5014285714285714,0.41714285714285715,0.5669161206983997,0.57,0.5166352198,0.5433176099
LBR,Liberia,2007,0.09999999999999998,1.0,0.7783333333333334,0.5,0.32999999999999996,0.5,0.3957142857142857,0.00634,0.15123199999999998,0.5142857142857143,0.164311802,0.3065584563999999,,,0.33653879999999997,,0.2088623,0.375,0.6342857142857143,0.5914285714285714,0.6528571428571429,0.6042857142857143,0.3770170929469388,0.645,0.48645629579999994,0.5657281479
LTU,Lithuania,2007,0.6,1.0,0.8416666666666667,1.0,0.63,0.8416666666666667,0.5785714285714285,0.40925,0.634554,0.6371428571428571,0.758947802,0.7159600639,1.0,1.0,0.08606669306755066,0.513,0.8822753,1.0,0.6628571428571428,0.45428571428571424,0.6371428571428571,0.5185714285714286,0.6555390804711861,0.829,0.6853290678,0.7571645338999999
LUX,Luxembourg,2007,0.77,1.0,0.9916666666666667,1.0,0.84,0.9916666666666667,0.7671428571428571,0.73362,0.5816399999999999,0.6828571428571429,1.0,0.8969258022,1.0,1.0,1.0,,0.9116742999999999,1.0,0.8385714285714286,0.7678571428571429,0.71,0.6728571428571428,0.8476966135303571,0.874,0.8111430406,0.8425715202999999
MDG,Madagascar,2007,0.25,1.0,0.6766666666666667,0.5,0.42999999999999994,0.5,0.3257142857142857,0.01052,0.43440200000000007,0.3671428571428571,0.376632882,0.6651410294,0.1273054426879212,,0.04427854,,0.10810560000000001,0.23819999999999997,0.4957142857142857,0.40142857142857136,0.5642857142857143,0.48142857142857143,0.300742735155633,0.497,0.4871605262,0.49208026309999997
MWI,Malawi,2007,0.2599999999999999,1.0,0.8683333333333334,0.75,0.19999999999999996,0.75,0.3242857142857143,0.00685,0.488978,0.35285714285714287,0.206857968,0.8828477478,,,0.29898924827575685,0.196,0.3871772,0.32200000000000006,0.5542857142857143,0.5471428571428572,0.6128571428571429,0.5885714285714286,0.4121214402911256,0.449,0.4634189426,0.4562094713
MYS,Malaysia,2007,0.42000000000000004,1.0,0.9066666666666668,0.5,0.35,0.5,0.7557142857142857,0.30222,0.51378,0.7514285714285714,0.324955534,0.6487694931,0.2496,,0.15177552700042723,,0.7436784,0.9993,0.7871428571428571,0.6778571428571428,0.7514285714285714,0.7242857142857143,0.5489569764973748,0.306,0.41287328599999995,0.359436643
MDV,Maldives,2007,0.3999999999999999,1.0,,0.5,0.22999999999999998,0.44999999999999996,,0.19593,0.838484,,0.782932854,0.5277500916,0.713083576121042,0.997,0.21444619999999998,,0.7235739999999999,0.9947,,,,,0.6030634101434201,0.313,0.3348358392,0.3239179196
MLI,Mali,2007,0.30999999999999994,0.6747991673128748,0.8083333333333332,0.75,0.54,0.6747991673128748,0.3671428571428571,0.01709,0.56186,0.37142857142857144,0.199329352,0.3865256882,0.48840000000000006,,0.12427926063537598,,0.171108,0.49929999999999997,0.55,0.42499999999999993,0.5828571428571429,0.5685714285714286,0.37034822259192196,0.602,0.5575802506,0.5797901253
MLT,Malta,2007,0.55,1.0,0.9966666666666668,0.75,0.65,0.75,0.5871428571428572,0.39114,0.787326,0.7085714285714285,1.0,0.6892177391000001,1.0,0.7929999999999999,0.24,,0.8617865,1.0,0.7142857142857143,0.6278571428571428,0.6314285714285715,0.5514285714285714,0.6764490328008929,0.787,0.7541309596,0.7705654798
MRT,Mauritania,2007,0.32999999999999996,1.0,0.8300000000000002,0.5,0.29000000000000004,0.5,0.3028571428571429,0.05897,0.27850600000000003,0.32857142857142857,0.15277567,0.3470124054,0.3962,,0.6272648000000001,,0.4306102,0.9289000000000001,0.5342857142857144,0.4364285714285714,0.47000000000000003,0.53,0.42786542078392864,0.445,0.3852939486,0.4151469743
MUS,Mauritius,2007,0.72,1.0,0.9116666666666667,1.0,0.61,0.9116666666666667,0.5885714285714285,0.2423,0.5349079999999999,0.5657142857142857,0.298590588,0.4419147873,0.747296153484435,,0.6912882804870606,,0.7920552999999999,0.9985,0.7342857142857142,0.5114285714285715,0.6128571428571429,0.5728571428571428,0.6106969893098297,0.768,0.685263002,0.726631501
MEX,Mexico,2007,0.3799999999999999,1.0,0.605,0.5,0.49,0.5,0.5071428571428571,0.19569,0.644944,0.3885714285714286,0.505351924,0.4750284576,0.7582495957,,0.3245258808135986,,0.6708322,0.9693,0.5771428571428572,0.4164285714285714,0.5957142857142858,0.4628571428571429,0.5359096673427712,0.637,0.5375837296,0.5872918648000001
MDA,Moldova,2007,0.22999999999999998,1.0,0.8250000000000002,0.5,0.32000000000000006,0.5,0.4542857142857143,0.15321,1.0,0.53,1.0,0.5490052031999999,1.0,,0.2226564645767212,,0.6878233,0.9984,0.43857142857142856,0.38642857142857145,0.5485714285714286,0.4614285714285714,0.6033148216649473,0.453,0.457568559,0.4552842795
MNG,Mongolia,2007,0.30999999999999994,1.0,0.7483333333333334,0.5,0.32999999999999996,0.5,0.29,0.09114,0.500864,0.38571428571428573,0.576370574,0.7671893501,0.874,,0.5049869060516358,0.35100000000000003,0.49286369999999996,0.9945,0.5014285714285714,0.31,0.5628571428571428,0.3742857142857143,0.5282000152773344,0.691,0.5747494042,0.6328747021
MNE,Montenegro,2007,0.5,1.0,0.8666666666666667,0.75,0.44000000000000006,0.75,0.3985714285714286,0.02402,,0.64,0.971516036,0.6120000000000001,,,0.1198611855506897,,0.8398699000000001,0.999,0.5571428571428572,0.4178571428571428,0.5657142857142857,0.4614285714285714,0.5262030423439761,0.477,0.5640681744,0.5205340871999999
MAR,Morocco,2007,0.6,1.0,0.8433333333333333,0.5,0.3400000000000001,0.6,0.49,0.13491,0.8726200000000001,0.47000000000000003,0.440688658,0.4513777924,0.47849921671018275,,0.4948880672454834,,0.46943429999999997,0.9861,0.6285714285714287,0.5085714285714286,0.6185714285714285,0.5542857142857143,0.5357440823944583,0.26,0.37733172179999996,0.3186658609
MOZ,Mozambique,2007,0.4099999999999999,1.0,0.63,0.5,0.30000000000000004,0.5,0.31142857142857144,0.02058,0.67508,0.34142857142857147,0.24316423,0.8798050117,0.4706,,0.23288419999999999,0.08199999999999999,0.1283526,0.3408,0.48857142857142855,0.3607142857142857,0.4757142857142857,0.4557142857142857,0.3735898418919643,0.482,0.49822768440000004,0.4901138422
MMR,Myanmar,2007,0.6,0.6173909746069093,0.4816666666666667,0.0,0.019999999999999907,0.4816666666666667,0.2871428571428571,0.00388,0.116592,0.3071428571428571,0.040644836000000004,0.17836082460000002,0.0401,,0.005938237160444259,,0.3378134,0.8786,0.3671428571428571,0.36428571428571427,0.51,0.3814285714285714,0.2415693995039841,0.089,0.08634228699999999,0.08767114349999999
NAM,Namibia,2007,0.3999999999999999,1.0,0.7350000000000001,0.75,0.42999999999999994,0.7350000000000001,0.6142857142857142,0.08187,1.0,0.3814285714285714,0.937790966,0.9419918823,0.5512437196812201,,0.5614274024963379,,0.6388409,0.8467,0.7114285714285715,0.5107142857142858,0.5542857142857143,0.52,0.6227924281123735,0.669,0.6009316326,0.6349658163
NPL,Nepal,2007,0.2799999999999999,0.532585098418974,0.49333333333333335,0.5,0.11999999999999988,0.49333333333333335,0.27999999999999997,0.0119,0.658616,0.33,0.13535391000000002,0.3903846741,0.1511,,0.42087502479553224,,0.191335,0.8703,0.4842857142857143,0.3885714285714285,0.5742857142857142,0.43714285714285717,0.36850783424854866,0.271,0.4008889556,0.33594447780000003
NLD,Netherlands,2007,0.8,1.0,0.9016666666666667,1.0,0.86,0.9016666666666667,0.8342857142857142,0.81402,,0.7985714285714286,1.0,0.9211072922,1.0,0.968,1.0,0.903,0.8394756,1.0,0.8971428571428571,0.8342857142857143,0.7699999999999999,0.7000000000000001,0.8799037521910715,0.872,0.8083865641999999,0.8401932821
NZL,New Zealand,2007,0.89,1.0,1.0,1.0,0.85,1.0,0.6457142857142856,0.58509,,0.7571428571428571,1.0,0.8854630089,1.0,0.9790000000000001,,0.09699999999999999,0.8459093,1.0,0.8528571428571429,0.8507142857142858,0.7742857142857142,0.6585714285714286,0.7366181800205358,0.886,0.7995978116,0.8427989058
NIC,Nicaragua,2007,0.42999999999999994,1.0,0.805,1.0,0.45999999999999996,0.805,0.3242857142857143,0.0685,0.326516,0.3,0.630613708,0.5805531311000001,0.631,,0.4444738864898682,,0.5336664,0.9514,0.4757142857142857,0.2978571428571429,0.5171428571428571,0.4014285714285714,0.4724140989692692,0.485,0.47206884020000006,0.4785344201
NER,Niger,2007,0.19999999999999996,0.7117037359043539,,0.5,0.29000000000000004,0.395,0.3142857142857143,0.00356,0.466718,,0.300337554,0.46593318940000006,0.3479,,0.08396044373512268,0.16399999999999998,0.08059596000000001,0.4869,,,,,0.2940674051184031,0.585,0.4429102838,0.5139551419
NGA,Nigeria,2007,0.42999999999999994,0.950159048728963,0.545,0.25,0.29000000000000004,0.42999999999999994,,0.04919,,0.35857142857142854,0.15572245199999998,0.2906245422000001,0.0743193951768216,,0.05924813747406006,,0.1806753,0.5096,0.5028571428571429,0.3692857142857143,0.6185714285714285,0.4785714285714286,0.26178537068314595,0.417,0.36709922559999997,0.39204961279999995
MKD,North Macedonia,2007,0.3599999999999999,1.0,0.6566666666666667,0.5,0.47,0.5,0.41428571428571426,0.23135,,0.5685714285714286,0.808015252,0.6271419525,,,0.3595078468322754,,0.7190401,0.9352,0.47714285714285715,0.39999999999999997,0.5657142857142857,0.4442857142857143,0.5341667447668558,0.579,0.5674900592000001,0.5732450296
NOR,Norway,2007,0.85,1.0,1.0,1.0,0.85,1.0,0.7228571428571428,0.73749,0.775954,0.7328571428571429,1.0,0.8392782593,1.0,0.9440000000000001,,0.831,0.9301627,1.0,0.87,0.8228571428571428,0.7128571428571429,0.7014285714285714,0.8407338813848214,0.899,0.813491726,0.856245863
OMN,Oman,2007,0.8,1.0,0.8716666666666668,1.0,0.3400000000000001,0.8716666666666668,0.5928571428571429,0.15587,0.649716,0.6428571428571429,0.393653702,0.8873026848,0.397902577296083,,,,0.9651430999999999,1.0,0.6828571428571429,0.6828571428571429,0.6557142857142857,0.67,0.6267595356096445,0.158,0.3087044954,0.23335224770000002
PAK,Pakistan,2007,0.1499999999999999,0.5124675490697261,0.6433333333333334,0.25,0.13000000000000012,0.25,0.46,0.05396,,0.36,0.13390565000000001,0.27565063480000007,0.01574976383816066,,0.1235242486000061,,0.39773949999999997,0.9148000000000001,0.55,0.43571428571428567,0.5914285714285714,0.4614285714285714,0.3295734523904851,0.354,0.3304969668,0.3422484834
PAN,Panama,2007,0.6,1.0,0.7783333333333334,0.75,0.53,0.75,0.57,0.12463,0.526666,0.3842857142857143,0.9381128320000001,0.7189012146,0.372,,0.29505276679992676,,0.6772248000000001,0.976,0.6828571428571429,0.3871428571428571,0.61,0.47000000000000003,0.524995380905348,0.743,0.6340706586,0.6885353293
PNG,Papua New Guinea,2007,0.35,1.0,,0.75,0.39,0.5700000000000001,,0.0221,,,0.326881456,0.9221849537,0.3463,,0.0011170576326549053,,0.19620439999999997,0.6632,,,,,0.28475049249653095,0.471,0.526815483,0.4989077415
PRY,Paraguay,2007,0.58,1.0,0.615,0.5,0.20999999999999996,0.58,0.28857142857142853,0.10554,0.40849,0.3,0.347150708,0.42041915890000003,0.418,,0.2822481393814087,,0.5544268,0.975,0.3985714285714286,0.23214285714285715,0.5028571428571429,0.34714285714285714,0.39255054124678324,0.602,0.4821574538,0.5420787269
PER,Peru,2007,0.5,0.8611949587589116,0.6116666666666667,1.0,0.48,0.6116666666666667,0.3657142857142857,0.13734,0.40294800000000003,0.25285714285714284,0.43085227000000004,0.5745795059000001,0.5867035311000001,,0.2769572019577026,,0.4543275,0.9347,0.4685714285714285,0.3507142857142857,0.5814285714285715,0.41285714285714287,0.4433882249473914,0.786,0.5349671542000001,0.6604835771
PHL,Philippines,2007,0.30999999999999994,0.5997968892591306,0.6516666666666667,0.25,0.32000000000000006,0.32000000000000006,0.38571428571428573,0.10058,0.370412,0.4471428571428571,0.23507463999999997,0.440325737,0.09334683633481569,,0.1331673741340637,0.078,0.5803053,0.9111,0.5599999999999999,0.35714285714285715,0.5728571428571428,0.43571428571428567,0.3621393845234453,0.473,0.4926718406,0.4828359203
POL,Poland,2007,0.6,1.0,0.715,0.75,0.65,0.715,0.43285714285714283,0.34814,0.736644,0.5942857142857143,0.818588162,0.7332931709,1.0,1.0,0.3933648347854614,0.52,0.7817021,1.0,0.5471428571428572,0.4414285714285714,0.6014285714285714,0.4257142857142857,0.6484118381589129,0.875,0.6839669586,0.7794834793000001
PRT,Portugal,2007,0.6499999999999999,1.0,0.9900000000000001,0.75,0.67,0.75,0.7114285714285714,0.42153,0.692828,0.58,1.0,0.7409379196,1.0,,,0.593,0.7805892,1.0,0.7657142857142858,0.6521428571428572,0.6557142857142857,0.5328571428571428,0.7324838914035714,0.897,0.7519642114,0.8244821057
QAT,Qatar,2007,0.54,1.0,0.9966666666666668,0.75,0.53,0.75,0.6142857142857142,0.35494,0.22103,0.6814285714285714,0.309520484,0.8127554703,0.2277,,,,0.9950667,1.0,0.7557142857142857,0.7492857142857142,0.6657142857142857,0.687142857142857,0.5930202916336734,0.082,0.31302061080000004,0.19751030540000003
ROM,Romania,2007,0.45999999999999996,1.0,0.745,0.75,0.52,0.745,0.3671428571428571,0.2992,0.488802,0.6257142857142857,0.8181328779999999,0.8240392494,1.0,1.0,0.2594245672225952,0.826,0.6718223999999999,,0.55,0.3692857142857143,0.6028571428571429,0.4228571428571429,0.6123187898424836,0.619,0.6104462862,0.6147231431
RUS,Russian Federation,2007,0.61,0.7358689778741618,0.65,0.25,0.15000000000000002,0.61,0.4971428571428571,0.24815,,0.5957142857142858,0.5892576700000001,0.6855195236,1.0,,0.32162744998931886,0.545,0.9275883,0.9997,0.4228571428571429,0.35500000000000004,0.5557142857142857,0.39999999999999997,0.6086866125457611,0.321,0.336964035,0.3289820175
RWA,Rwanda,2007,0.33999999999999997,0.3601782296385483,1.0,0.5,0.26,0.3601782296385483,0.42714285714285716,0.00639,0.5245580000000001,0.5871428571428572,0.34816112600000004,0.8750346279,0.4708,,0.13945368,,0.2878409,0.3897999999999999,0.6799999999999999,0.7614285714285715,0.6799999999999999,0.7014285714285714,0.46808967944017854,0.202,0.2732729912,0.2376364956
SAU,Saudi Arabia,2007,0.35,1.0,0.8666666666666667,0.25,0.11999999999999988,0.35,0.5914285714285713,0.211,0.8401820000000001,0.4985714285714286,0.501478672,0.8326130104,,,0.14259861707687377,,0.9468575,1.0,0.6757142857142858,0.597857142857143,0.6742857142857143,0.5985714285714286,0.5895540705701656,0.018,0.184564042,0.101282021
SEN,Senegal,2007,0.44999999999999996,1.0,0.8233333333333335,0.5,0.44000000000000006,0.5,0.3742857142857143,0.05585,0.532278,0.4857142857142857,0.263761186,0.5572735596,0.47850000000000004,,0.17713587284088134,,0.3136948,0.6120000000000001,0.5214285714285715,0.305,0.58,0.41428571428571426,0.3954277235622531,0.691,0.4789199606,0.5849599803
SRB,Serbia,2007,0.31999999999999995,1.0,0.7883333333333334,0.75,0.39,0.75,0.38857142857142857,0.21002,0.6092500000000001,0.6085714285714285,1.0,0.6528711700000001,1.0,,0.31926538944244387,,0.6755823,0.9997,0.4542857142857143,0.3671428571428571,0.5271428571428571,0.43571428571428567,0.5979614262695911,0.641,0.5730202853999999,0.6070101427
SYC,Seychelles,2007,0.32999999999999996,1.0,0.7733333333333333,,0.32999999999999996,0.5516666666666666,0.6728571428571428,0.30108,0.6635540000000001,0.6457142857142857,0.608601618,0.7488920403,0.9774,,0.5175178050994873,,,,0.6357142857142858,0.55,0.5871428571428572,0.61,0.6438137028519676,0.446,0.5264150858,0.4862075429
SLE,Sierra Leone,2007,0.29999999999999993,1.0,0.8,0.75,0.30000000000000004,0.75,0.29857142857142854,0.00377,0.392974,0.41285714285714287,0.21476902999999997,0.2707390594,0.4157,,0.1960125207901001,,0.11275460000000001,0.4071,0.4842857142857143,0.4035714285714286,0.5928571428571429,0.5014285714285714,0.3324439474719768,0.55,0.4718123644,0.5109061822000001
SGP,Singapore,2007,0.7,1.0,1.0,0.75,0.6,0.75,0.9085714285714286,0.58534,0.265788,0.8785714285714287,0.19006335800000002,0.5153185654,0.11392249875043621,,,,0.8508414999999999,1.0,0.9042857142857142,0.8485714285714285,0.7857142857142857,0.8328571428571429,0.6281262749623072,0.379,0.44385159620000003,0.4114257981
SVK,Slovak Republic,2007,0.61,1.0,0.8683333333333334,0.75,0.61,0.75,0.5399999999999999,0.37415,0.47469799999999995,0.6914285714285714,0.986452674,0.7262967300000001,1.0,1.0,0.29588358402252196,0.7,0.8438791999999999,1.0,0.6628571428571428,0.4278571428571429,0.6814285714285714,0.4928571428571429,0.6811117974656934,0.829,0.6970930576,0.7630465287999999
SVN,Slovenia,2007,0.8,1.0,0.9266666666666667,1.0,0.65,0.9266666666666667,0.6171428571428571,0.52886,0.779736,0.6828571428571429,1.0,0.8636876297,1.0,1.0,,1.0,0.831226,1.0,0.6814285714285714,0.5664285714285714,0.6257142857142857,0.5371428571428571,0.7946389947133929,0.831,0.7194165468,0.7752082734
ZAF,South Africa,2007,0.8,1.0,0.63,0.5,0.5900000000000001,0.63,0.6028571428571428,0.17519,0.773068,0.3842857142857143,0.7342268,0.902971077,0.8551206829448029,,0.9907511711120606,0.35600000000000004,0.8513504000000001,0.9388,0.7985714285714286,0.5642857142857143,0.7000000000000001,0.6114285714285714,0.6933767115893898,0.789,0.625858879,0.7074294395
SSD,South Sudan,2007,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,2007,0.8,1.0,0.8616666666666667,0.5,0.72,0.8,0.7799999999999999,0.48336,0.5432819999999999,0.5585714285714286,1.0,0.7926613235,1.0,0.6509999999999999,,0.45,0.821405,1.0,0.7614285714285715,0.5157142857142858,0.6314285714285715,0.5471428571428572,0.6866246273616072,0.879,0.7310320378,0.8050160189
LKA,Sri Lanka,2007,0.39,0.0,0.64,0.0,0.25,0.25,0.4585714285714285,0.06562,0.314514,0.58,0.38324275,0.551482048,0.562789518187918,,0.10237623453140259,0.044000000000000004,0.5571355,0.9795,0.6285714285714287,0.4621428571428572,0.6057142857142858,0.51,0.4605280980567024,0.407,0.4299311042,0.4184655521
SDN,Sudan,2007,0.019999999999999907,0.4028458324348243,,0.0,0.0,0.009999999999999953,,0.06638,,,0.40989012799999996,0.4199822998,0.1721,,0.19439363479614258,,0.4408202,0.861,,,,,0.2997439897392285,0.213,0.1953694344,0.2041847172
SWE,Sweden,2007,0.85,1.0,0.9983333333333334,1.0,0.86,0.9983333333333334,0.8157142857142856,0.78415,0.8083180000000001,0.7371428571428572,1.0,0.8366316032,1.0,1.0,1.0,1.0,0.8940833,1.0,0.89,0.8192857142857143,0.74,0.6842857142857143,0.8756007171642858,0.922,0.8058172942,0.8639086471
CHE,Switzerland,2007,0.91,1.0,1.0,0.75,0.8300000000000001,0.91,0.9028571428571428,0.79002,0.66227,0.8428571428571429,0.575123406,0.7266666794000001,1.0,0.976,1.0,0.7020000000000001,0.8466894,1.0,0.9271428571428572,0.8257142857142857,0.75,0.7457142857142857,0.8295659499803572,0.889,0.8045958757999999,0.8467979378999999
